H HEADER INFORMATION ------------------------------------------- 
H COMPANY : OXY, Texas, USA Inc
H FIELD   : Reeves County, TX
H SITE    : Weinert State
H WELL    : Weinert State 34-39-1S 81H
H WELLPATH: Wellbore #1
H USWN:           (PPDM UNITED STATES WELL NUMBER / API-10)
H DEPTH UNIT: usft
H SURVEY PROCESSED AND EXPORTED:    10-Jun-2019
H SPUD DATE: 01-Jan-1990
H LAST SURVEY DATE:  01-Jan-1990
H---------------------------------------------------------------------------
H WELL SURFACE LOCATION (SLOC) INFORMATION 
H WELL SLOC EASTING (+E/-W) MAP : 1035893.910  usft
H WELL SLOC NORTHING (+N/-S) MAP : 582004.170  usft
H WELL SLOC LATITUDE (DEG-MIN-SEC): 31° 13' 48.721 N
H WELL SLOC LONGITUDE (DEG-MIN-SEC): 103° 25' 6.135 W
H WELL SLOC LATITUDE (DECIMAL DEGREES): 31.23020024
H WELL SLOC LONGITUDE (DECIMAL DEGREES): -103.41837086
H---------------------------------------------------------------------------
H WELL REFERENCE INFORMATION 
H COORDINATE REFERENCE SYSTEM (CRS): NAD 1927 (NADCON CONUS) US State Plane 1927 (Exact solution), Texas Central 4203
H ZERO MEASURED DEPTH ELEVATION ABOVE THE VERTICAL REFERENCE DATUM 
H ZMDE TO VRD (DATUM ELEVATION): 2683.50  usft
H VERTICAL REFERENCE DATUM (VRD):  Mean Sea Level                    
H VERTICAL SECTION ANGLE : 183.63° 
H AZIMUTH NORTH REFERENCE: Grid
H---------------------------------------------------------------------------
H WELL BOTTOM HOLE LOCATION (BHL) INFORMATION 
H WELL BHL EASTING (+E/-W) MAP : 1035201.790  usft
H WELL BHL NORTHING (+N/-S) MAP : 571079.965  usft
H WELL BHL LATITUDE (DEG-MIN-SEC): 31° 12' 0.443 N
H WELL BHL LONGITUDE (DEG-MIN-SEC): 103° 25' 10.613 W
H WELL BHL LATITUDE (DECIMAL DEGREES): 31.20006060
H WELL BHL LONGITUDE (DECIMAL DEGREES): -103.41940801
H TOTAL MEASURED DEPTH:  21006.04ft
H TOTAL CLOSURE DISTANCE (BOTTOM HOLE DISPLACEMENT OR TOTAL DEPARTURE):  10946.11ft
H---------------------------------------------------------------------------
H SURVEY TYPE INFORMATION
H  0.00 - 21006.04 PLAN3 : A010MB_MWD+IFR1+SAG+MS
H---------------------------------------------------------------------------
H SURVEY LISTING
        MD       INC       AZI    TVDrkb     TVDss     +N/-S     +E/-W DOGLEG   CL-DIST    CL@AZIM       VSEC INTERVAL    NORTHING(Y)    EASTING(X)             LATTITUDE                    LONGITUDE                 COMMENT -  TOOL
      0.00      0.00      0.00      0.00  -2683.50      0.00      0.00   0.00      0.00       0.00       0.00     0.00     582004.170   1035893.910      31° 13' 48.721 N	      103° 25' 6.135 W	                     UNDEFINED
   9600.00      0.00      0.00   9569.36   6885.86      0.00   -387.00   0.00    387.00     270.00      24.47   100.00     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9707.73      0.00      0.00   9677.09   6993.59      0.00   -387.00   0.00    387.00     270.00      24.47   107.73     582004.170   1035506.910      31° 13' 48.615 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9802.73      4.75    181.60   9771.98   7088.48     -3.93   -387.11   5.00    387.13     269.42      28.41    95.00     582000.236   1035506.800      31° 13' 48.576 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9850.00      8.53    181.60   9818.93   7135.43     -9.40   -387.26   8.00    387.38     268.61      33.87    47.27     581994.772   1035506.647      31° 13' 48.522 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9897.73     12.35    181.60   9865.86   7182.36    -18.04   -387.50   8.00    387.92     267.33      42.51    47.73     581986.128   1035506.406      31° 13' 48.436 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9900.00     12.60    181.60   9868.07   7184.57    -18.53   -387.52  11.00    387.96     267.26      43.00     2.27     581985.637   1035506.392      31° 13' 48.431 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
   9950.00     18.10    181.60   9916.27   7232.77    -31.76   -387.89  11.00    389.19     265.32      56.22    50.00     581972.412   1035506.023      31° 13' 48.300 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10000.00     23.60    181.60   9962.98   7279.48    -49.54   -388.38  11.00    391.53     262.73      74.00    50.00     581954.630   1035505.526      31° 13' 48.124 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10050.00     29.10    181.60  10007.77   7324.27    -71.72   -389.00  11.00    395.56     259.55      96.17    50.00     581932.454   1035504.907      31° 13' 47.904 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10100.00     34.60    181.60  10050.22   7366.72    -98.08   -389.74  11.00    401.89     255.87     122.53    50.00     581906.090   1035504.170      31° 13' 47.643 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10150.00     40.10    181.60  10089.96   7406.46   -128.39   -390.59  11.00    411.15     251.80     152.83    50.00     581875.779   1035503.324      31° 13' 47.343 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10200.00     45.60    181.60  10126.60   7443.10   -162.37   -391.54  11.00    423.87     247.48     186.80    50.00     581841.802   1035502.375      31° 13' 47.007 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10250.00     51.10    181.60  10159.81   7476.31   -199.70   -392.58  11.00    440.45     243.04     224.13    50.00     581804.470   1035501.332      31° 13' 46.637 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10300.00     56.60    181.60  10189.30   7505.80   -240.04   -393.71  11.00    461.11     238.63     264.46    50.00     581764.127   1035500.205      31° 13' 46.238 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10350.00     62.10    181.60  10214.78   7531.28   -283.02   -394.91  11.00    485.85     234.37     307.43    50.00     581721.146   1035499.004      31° 13' 45.812 N	     103° 25' 10.591 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10400.00     67.60    181.60  10236.02   7552.52   -328.25   -396.17  11.00    514.49     230.36     352.65    50.00     581675.921   1035497.741      31° 13' 45.364 N	     103° 25' 10.592 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10450.00     73.10    181.60  10252.83   7569.33   -375.30   -397.48  11.00    546.67     226.64     399.69    50.00     581628.869   1035496.427      31° 13' 44.898 N	     103° 25' 10.592 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10500.00     78.60    181.60  10265.05   7581.55   -423.75   -398.84  11.00    581.92     223.27     448.12    50.00     581580.424   1035495.074      31° 13' 44.419 N	     103° 25' 10.592 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10550.00     84.10    181.60  10272.56   7589.06   -473.14   -400.22  11.00    619.70     220.23     497.50    50.00     581531.031   1035493.694      31° 13' 43.930 N	     103° 25' 10.592 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10558.18     85.00    181.60  10273.34   7589.84   -481.28   -400.44  11.00    626.09     219.76     505.64     8.18     581522.888   1035493.467      31° 13' 43.849 N	     103° 25' 10.592 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10608.18     85.00    181.60  10277.70   7594.20   -531.07   -401.83   0.00    665.96     217.11     555.42    50.00     581473.098   1035492.076      31° 13' 43.356 N	     103° 25' 10.592 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10700.00     86.84    181.60  10284.23   7600.73   -622.62   -404.39   2.00    742.42     213.00     646.94    91.82     581381.553   1035489.519      31° 13' 42.449 N	     103° 25' 10.592 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10800.00     88.84    181.60  10288.01   7604.51   -722.50   -407.18   2.00    829.34     209.40     746.81   100.00     581281.668   1035486.729      31° 13' 41.460 N	     103° 25' 10.592 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10882.24     90.48    181.60  10288.50   7605.00   -804.70   -409.48   2.00    902.89     206.97     828.99    82.24     581199.469   1035484.433      31° 13' 40.646 N	     103° 25' 10.593 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  10900.00     90.48    181.60  10288.35   7604.85   -822.46   -409.97   0.00    918.97     206.50     846.74    17.76     581181.712   1035483.937      31° 13' 40.471 N	     103° 25' 10.593 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11000.00     90.48    181.60  10287.51   7604.01   -922.42   -412.76   0.00   1010.56     204.11     946.67   100.00     581081.755   1035481.145      31° 13' 39.481 N	     103° 25' 10.593 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11100.00     90.48    181.60  10286.67   7603.17  -1022.37   -415.56   0.00   1103.60     202.12    1046.61   100.00     580981.797   1035478.353      31° 13' 38.491 N	     103° 25' 10.593 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11200.00     90.48    181.60  10285.83   7602.33  -1122.33   -418.35   0.00   1197.76     200.44    1146.54   100.00     580881.840   1035475.561      31° 13' 37.501 N	     103° 25' 10.593 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11300.00     90.48    181.60  10284.99   7601.49  -1222.29   -421.14   0.00   1292.81     199.01    1246.47   100.00     580781.882   1035472.770      31° 13' 36.512 N	     103° 25' 10.593 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11400.00     90.48    181.60  10284.15   7600.65  -1322.25   -423.93   0.00   1388.54     197.78    1346.41   100.00     580681.925   1035469.978      31° 13' 35.522 N	     103° 25' 10.594 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11500.00     90.48    181.60  10283.31   7599.81  -1422.20   -426.72   0.00   1484.84     196.70    1446.34   100.00     580581.967   1035467.186      31° 13' 34.532 N	     103° 25' 10.594 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11600.00     90.48    181.60  10282.47   7598.97  -1522.16   -429.52   0.00   1581.60     195.76    1546.28   100.00     580482.010   1035464.394      31° 13' 33.542 N	     103° 25' 10.594 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11700.00     90.48    181.60  10281.63   7598.13  -1622.12   -432.31   0.00   1678.74     194.92    1646.21   100.00     580382.052   1035461.602      31° 13' 32.552 N	     103° 25' 10.594 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11800.00     90.48    181.60  10280.79   7597.29  -1722.08   -435.10   0.00   1776.19     194.18    1746.14   100.00     580282.095   1035458.810      31° 13' 31.563 N	     103° 25' 10.594 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  11900.00     90.48    181.60  10279.95   7596.45  -1822.03   -437.89   0.00   1873.91     193.51    1846.08   100.00     580182.137   1035456.018      31° 13' 30.573 N	     103° 25' 10.595 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12000.00     90.48    181.60  10279.11   7595.61  -1921.99   -440.68   0.00   1971.86     192.91    1946.01   100.00     580082.180   1035453.226      31° 13' 29.583 N	     103° 25' 10.595 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12100.00     90.48    181.60  10278.27   7594.77  -2021.95   -443.48   0.00   2070.01     192.37    2045.95   100.00     579982.222   1035450.435      31° 13' 28.593 N	     103° 25' 10.595 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12200.00     90.48    181.60  10277.43   7593.93  -2121.91   -446.27   0.00   2168.33     191.88    2145.88   100.00     579882.265   1035447.643      31° 13' 27.604 N	     103° 25' 10.595 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12300.00     90.48    181.60  10276.59   7593.09  -2221.86   -449.06   0.00   2266.79     191.43    2245.81   100.00     579782.307   1035444.851      31° 13' 26.614 N	     103° 25' 10.595 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12400.00     90.48    181.60  10275.76   7592.26  -2321.82   -451.85   0.00   2365.38     191.01    2345.75   100.00     579682.350   1035442.059      31° 13' 25.624 N	     103° 25' 10.596 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12500.00     90.48    181.60  10274.92   7591.42  -2421.78   -454.64   0.00   2464.08     190.63    2445.68   100.00     579582.392   1035439.267      31° 13' 24.634 N	     103° 25' 10.596 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12600.00     90.48    181.60  10274.08   7590.58  -2521.74   -457.43   0.00   2562.89     190.28    2545.62   100.00     579482.435   1035436.475      31° 13' 23.644 N	     103° 25' 10.596 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12700.00     90.48    181.60  10273.24   7589.74  -2621.69   -460.23   0.00   2661.78     189.96    2645.55   100.00     579382.477   1035433.683      31° 13' 22.655 N	     103° 25' 10.596 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12800.00     90.48    181.60  10272.40   7588.90  -2721.65   -463.02   0.00   2760.75     189.65    2745.48   100.00     579282.520   1035430.892      31° 13' 21.665 N	     103° 25' 10.597 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  12900.00     90.48    181.60  10271.56   7588.06  -2821.61   -465.81   0.00   2859.80     189.37    2845.42   100.00     579182.562   1035428.100      31° 13' 20.675 N	     103° 25' 10.597 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13000.00     90.48    181.60  10270.72   7587.22  -2921.57   -468.60   0.00   2958.91     189.11    2945.35   100.00     579082.605   1035425.308      31° 13' 19.685 N	     103° 25' 10.597 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13100.00     90.48    181.60  10269.88   7586.38  -3021.52   -471.39   0.00   3058.07     188.87    3045.29   100.00     578982.647   1035422.516      31° 13' 18.695 N	     103° 25' 10.597 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13200.00     90.48    181.60  10269.04   7585.54  -3121.48   -474.19   0.00   3157.29     188.64    3145.22   100.00     578882.690   1035419.724      31° 13' 17.706 N	     103° 25' 10.597 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13300.00     90.48    181.60  10268.20   7584.70  -3221.44   -476.98   0.00   3256.56     188.42    3245.15   100.00     578782.732   1035416.932      31° 13' 16.716 N	     103° 25' 10.598 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13400.00     90.48    181.60  10267.36   7583.86  -3321.40   -479.77   0.00   3355.87     188.22    3345.09   100.00     578682.775   1035414.140      31° 13' 15.726 N	     103° 25' 10.598 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13500.00     90.48    181.60  10266.52   7583.02  -3421.35   -482.56   0.00   3455.22     188.03    3445.02   100.00     578582.817   1035411.349      31° 13' 14.736 N	     103° 25' 10.598 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13600.00     90.48    181.60  10265.68   7582.18  -3521.31   -485.35   0.00   3554.60     187.85    3544.96   100.00     578482.860   1035408.557      31° 13' 13.747 N	     103° 25' 10.598 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13700.00     90.48    181.60  10264.84   7581.34  -3621.27   -488.15   0.00   3654.02     187.68    3644.89   100.00     578382.902   1035405.765      31° 13' 12.757 N	     103° 25' 10.598 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13800.00     90.48    181.60  10264.00   7580.50  -3721.23   -490.94   0.00   3753.47     187.52    3744.82   100.00     578282.945   1035402.973      31° 13' 11.767 N	     103° 25' 10.599 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  13900.00     90.48    181.60  10263.16   7579.66  -3821.18   -493.73   0.00   3852.95     187.36    3844.76   100.00     578182.987   1035400.181      31° 13' 10.777 N	     103° 25' 10.599 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14000.00     90.48    181.60  10262.32   7578.82  -3921.14   -496.52   0.00   3952.45     187.22    3944.69   100.00     578083.030   1035397.389       31° 13' 9.787 N	     103° 25' 10.599 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14100.00     90.48    181.60  10261.48   7577.98  -4021.10   -499.31   0.00   4051.98     187.08    4044.63   100.00     577983.072   1035394.597       31° 13' 8.798 N	     103° 25' 10.599 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14200.00     90.48    181.60  10260.64   7577.14  -4121.06   -502.10   0.00   4151.53     186.95    4144.56   100.00     577883.115   1035391.805       31° 13' 7.808 N	     103° 25' 10.599 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14300.00     90.48    181.60  10259.80   7576.30  -4221.01   -504.90   0.00   4251.10     186.82    4244.49   100.00     577783.157   1035389.014       31° 13' 6.818 N	     103° 25' 10.600 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14400.00     90.48    181.60  10258.96   7575.46  -4320.97   -507.69   0.00   4350.69     186.70    4344.43   100.00     577683.200   1035386.222       31° 13' 5.828 N	     103° 25' 10.600 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14500.00     90.48    181.60  10258.12   7574.62  -4420.93   -510.48   0.00   4450.30     186.59    4444.36   100.00     577583.242   1035383.430       31° 13' 4.839 N	     103° 25' 10.600 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14600.00     90.48    181.60  10257.28   7573.78  -4520.89   -513.27   0.00   4549.93     186.48    4544.30   100.00     577483.285   1035380.638       31° 13' 3.849 N	     103° 25' 10.600 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14700.00     90.48    181.60  10256.44   7572.94  -4620.84   -516.06   0.00   4649.57     186.37    4644.23   100.00     577383.327   1035377.846       31° 13' 2.859 N	     103° 25' 10.600 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14800.00     90.48    181.60  10255.61   7572.11  -4720.80   -518.86   0.00   4749.23     186.27    4744.16   100.00     577283.370   1035375.054       31° 13' 1.869 N	     103° 25' 10.601 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  14900.00     90.48    181.60  10254.77   7571.27  -4820.76   -521.65   0.00   4848.90     186.18    4844.10   100.00     577183.412   1035372.262       31° 13' 0.879 N	     103° 25' 10.601 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15000.00     90.48    181.60  10253.93   7570.43  -4920.72   -524.44   0.00   4948.58     186.08    4944.03   100.00     577083.455   1035369.471      31° 12' 59.890 N	     103° 25' 10.601 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15100.00     90.48    181.60  10253.09   7569.59  -5020.67   -527.23   0.00   5048.28     185.99    5043.97   100.00     576983.497   1035366.679      31° 12' 58.900 N	     103° 25' 10.601 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15200.00     90.48    181.60  10252.25   7568.75  -5120.63   -530.02   0.00   5147.99     185.91    5143.90   100.00     576883.540   1035363.887      31° 12' 57.910 N	     103° 25' 10.601 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15300.00     90.48    181.60  10251.41   7567.91  -5220.59   -532.82   0.00   5247.71     185.83    5243.83   100.00     576783.582   1035361.095      31° 12' 56.920 N	     103° 25' 10.602 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15400.00     90.48    181.60  10250.57   7567.07  -5320.55   -535.61   0.00   5347.44     185.75    5343.77   100.00     576683.625   1035358.303      31° 12' 55.931 N	     103° 25' 10.602 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15500.00     90.48    181.60  10249.73   7566.23  -5420.50   -538.40   0.00   5447.18     185.67    5443.70   100.00     576583.667   1035355.511      31° 12' 54.941 N	     103° 25' 10.602 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15600.00     90.48    181.60  10248.89   7565.39  -5520.46   -541.19   0.00   5546.92     185.60    5543.64   100.00     576483.710   1035352.719      31° 12' 53.951 N	     103° 25' 10.602 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15700.00     90.48    181.60  10248.05   7564.55  -5620.42   -543.98   0.00   5646.68     185.53    5643.57   100.00     576383.752   1035349.928      31° 12' 52.961 N	     103° 25' 10.603 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15800.00     90.48    181.60  10247.21   7563.71  -5720.38   -546.77   0.00   5746.45     185.46    5743.50   100.00     576283.795   1035347.136      31° 12' 51.971 N	     103° 25' 10.603 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  15900.00     90.48    181.60  10246.37   7562.87  -5820.33   -549.57   0.00   5846.22     185.39    5843.44   100.00     576183.837   1035344.344      31° 12' 50.982 N	     103° 25' 10.603 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16000.00     90.48    181.60  10245.53   7562.03  -5920.29   -552.36   0.00   5946.00     185.33    5943.37   100.00     576083.880   1035341.552      31° 12' 49.992 N	     103° 25' 10.603 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16100.00     90.48    181.60  10244.69   7561.19  -6020.25   -555.15   0.00   6045.79     185.27    6043.30   100.00     575983.923   1035338.760      31° 12' 49.002 N	     103° 25' 10.603 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16200.00     90.48    181.60  10243.85   7560.35  -6120.20   -557.94   0.00   6145.58     185.21    6143.24   100.00     575883.965   1035335.968      31° 12' 48.012 N	     103° 25' 10.604 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16300.00     90.48    181.60  10243.01   7559.51  -6220.16   -560.73   0.00   6245.39     185.15    6243.17   100.00     575784.008   1035333.176      31° 12' 47.022 N	     103° 25' 10.604 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16400.00     90.48    181.60  10242.17   7558.67  -6320.12   -563.53   0.00   6345.19     185.10    6343.11   100.00     575684.050   1035330.384      31° 12' 46.033 N	     103° 25' 10.604 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16500.00     90.48    181.60  10241.33   7557.83  -6420.08   -566.32   0.00   6445.01     185.04    6443.04   100.00     575584.093   1035327.593      31° 12' 45.043 N	     103° 25' 10.604 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16600.00     90.48    181.60  10240.49   7556.99  -6520.03   -569.11   0.00   6544.83     184.99    6542.97   100.00     575484.135   1035324.801      31° 12' 44.053 N	     103° 25' 10.604 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16700.00     90.48    181.60  10239.65   7556.15  -6619.99   -571.90   0.00   6644.65     184.94    6642.91   100.00     575384.178   1035322.009      31° 12' 43.063 N	     103° 25' 10.605 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16800.00     90.48    181.60  10238.81   7555.31  -6719.95   -574.69   0.00   6744.48     184.89    6742.84   100.00     575284.220   1035319.217      31° 12' 42.074 N	     103° 25' 10.605 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  16900.00     90.48    181.60  10237.97   7554.47  -6819.91   -577.48   0.00   6844.31     184.84    6842.78   100.00     575184.263   1035316.425      31° 12' 41.084 N	     103° 25' 10.605 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17000.00     90.48    181.60  10237.13   7553.63  -6919.86   -580.28   0.00   6944.15     184.79    6942.71   100.00     575084.305   1035313.633      31° 12' 40.094 N	     103° 25' 10.605 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17100.00     90.48    181.60  10236.29   7552.79  -7019.82   -583.07   0.00   7044.00     184.75    7042.64   100.00     574984.348   1035310.841      31° 12' 39.104 N	     103° 25' 10.605 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17200.00     90.48    181.60  10235.46   7551.96  -7119.78   -585.86   0.00   7143.84     184.70    7142.58   100.00     574884.390   1035308.050      31° 12' 38.114 N	     103° 25' 10.606 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17300.00     90.48    181.60  10234.62   7551.12  -7219.74   -588.65   0.00   7243.70     184.66    7242.51   100.00     574784.433   1035305.258      31° 12' 37.125 N	     103° 25' 10.606 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17400.00     90.48    181.60  10233.78   7550.28  -7319.69   -591.44   0.00   7343.55     184.62    7342.45   100.00     574684.475   1035302.466      31° 12' 36.135 N	     103° 25' 10.606 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17500.00     90.48    181.60  10232.94   7549.44  -7419.65   -594.24   0.00   7443.41     184.58    7442.38   100.00     574584.518   1035299.674      31° 12' 35.145 N	     103° 25' 10.606 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17600.00     90.48    181.60  10232.10   7548.60  -7519.61   -597.03   0.00   7543.27     184.54    7542.31   100.00     574484.560   1035296.882      31° 12' 34.155 N	     103° 25' 10.606 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17700.00     90.48    181.60  10231.26   7547.76  -7619.57   -599.82   0.00   7643.14     184.50    7642.25   100.00     574384.603   1035294.090      31° 12' 33.166 N	     103° 25' 10.607 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17800.00     90.48    181.60  10230.42   7546.92  -7719.52   -602.61   0.00   7743.01     184.46    7742.18   100.00     574284.645   1035291.298      31° 12' 32.176 N	     103° 25' 10.607 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  17900.00     90.48    181.60  10229.58   7546.08  -7819.48   -605.40   0.00   7842.88     184.43    7842.12   100.00     574184.688   1035288.506      31° 12' 31.186 N	     103° 25' 10.607 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18000.00     90.48    181.60  10228.74   7545.24  -7919.44   -608.20   0.00   7942.76     184.39    7942.05   100.00     574084.730   1035285.715      31° 12' 30.196 N	     103° 25' 10.607 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18100.00     90.48    181.60  10227.90   7544.40  -8019.40   -610.99   0.00   8042.64     184.36    8041.98   100.00     573984.773   1035282.923      31° 12' 29.206 N	     103° 25' 10.607 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18200.00     90.48    181.60  10227.06   7543.56  -8119.35   -613.78   0.00   8142.52     184.32    8141.92   100.00     573884.815   1035280.131      31° 12' 28.217 N	     103° 25' 10.608 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18300.00     90.48    181.60  10226.22   7542.72  -8219.31   -616.57   0.00   8242.41     184.29    8241.85   100.00     573784.858   1035277.339      31° 12' 27.227 N	     103° 25' 10.608 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18400.00     90.48    181.60  10225.38   7541.88  -8319.27   -619.36   0.00   8342.29     184.26    8341.79   100.00     573684.900   1035274.547      31° 12' 26.237 N	     103° 25' 10.608 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18500.00     90.48    181.60  10224.54   7541.04  -8419.23   -622.15   0.00   8442.18     184.23    8441.72   100.00     573584.943   1035271.755      31° 12' 25.247 N	     103° 25' 10.608 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18600.00     90.48    181.60  10223.70   7540.20  -8519.18   -624.95   0.00   8542.08     184.20    8541.65   100.00     573484.985   1035268.963      31° 12' 24.257 N	     103° 25' 10.608 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18700.00     90.48    181.60  10222.86   7539.36  -8619.14   -627.74   0.00   8641.97     184.17    8641.59   100.00     573385.028   1035266.172      31° 12' 23.268 N	     103° 25' 10.609 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18800.00     90.48    181.60  10222.02   7538.52  -8719.10   -630.53   0.00   8741.87     184.14    8741.52   100.00     573285.070   1035263.380      31° 12' 22.278 N	     103° 25' 10.609 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  18900.00     90.48    181.60  10221.18   7537.68  -8819.06   -633.32   0.00   8841.77     184.11    8841.46   100.00     573185.113   1035260.588      31° 12' 21.288 N	     103° 25' 10.609 W	    A010Mb_MWD+IFR1+SAG+MS (1)
  19000.00     90.48    181.60  10220.34   7536.84  -8919.01   -636.11   0.00   8941.67     184.08    8941.39   100.00     573085.155   1035257.796      31° 12' 20.298 N	     103° 25' 10.609 W	    A010Mb_MWD+IFR1+SAG+MS (1)
